territori,tipus_de_territori,nacionalitat_espanya_ue_resta_estranger,any,poblacio
la nova esquerra de leixample,Barri,Espanya,2022,44984.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2022,4135.0
la nova esquerra de leixample,Barri,Resta del món,2022,8186.0
la nova esquerra de leixample,Barri,No consta,2022,9.0
sant antoni,Barri,Espanya,2022,28444.0
sant antoni,Barri,Resta de la Unió Europea,2022,3234.0
sant antoni,Barri,Resta del món,2022,6486.0
sant antoni,Barri,No consta,2022,11.0
el poble sec,Barri,Espanya,2022,25612.0
el poble sec,Barri,Resta de la Unió Europea,2022,4231.0
el poble sec,Barri,Resta del món,2022,9296.0
el poble sec,Barri,No consta,2022,
la marina del prat vermell,Barri,Espanya,2022,1298.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2022,41.0
la marina del prat vermell,Barri,Resta del món,2022,178.0
la marina del prat vermell,Barri,No consta,2022,
la marina de port,Barri,Espanya,2022,25144.0
la marina de port,Barri,Resta de la Unió Europea,2022,903.0
la marina de port,Barri,Resta del món,2022,4379.0
la marina de port,Barri,No consta,2022,
la font de la guatlla,Barri,Espanya,2022,7904.0
la font de la guatlla,Barri,Resta de la Unió Europea,2022,682.0
la font de la guatlla,Barri,Resta del món,2022,1771.0
la font de la guatlla,Barri,No consta,2022,
hostafrancs,Barri,Espanya,2022,11615.0
hostafrancs,Barri,Resta de la Unió Europea,2022,1253.0
hostafrancs,Barri,Resta del món,2022,2990.0
hostafrancs,Barri,No consta,2022,
la bordeta,Barri,Espanya,2022,16271.0
la bordeta,Barri,Resta de la Unió Europea,2022,758.0
la bordeta,Barri,Resta del món,2022,2196.0
la bordeta,Barri,No consta,2022,
sants badal,Barri,Espanya,2022,19191.0
sants badal,Barri,Resta de la Unió Europea,2022,1021.0
sants badal,Barri,Resta del món,2022,3994.0
sants badal,Barri,No consta,2022,
sants,Barri,Espanya,2022,32781.0
sants,Barri,Resta de la Unió Europea,2022,2564.0
sants,Barri,Resta del món,2022,7681.0
sants,Barri,No consta,2022,
les corts,Barri,Espanya,2022,39313.0
les corts,Barri,Resta de la Unió Europea,2022,1926.0
les corts,Barri,Resta del món,2022,4416.0
les corts,Barri,No consta,2022,5.0
la maternitat i sant ramon,Barri,Espanya,2022,20171.0
la maternitat i sant ramon,Barri,Resta de la Unió Europea,2022,919.0
la maternitat i sant ramon,Barri,Resta del món,2022,2593.0
la maternitat i sant ramon,Barri,No consta,2022,
pedralbes,Barri,Espanya,2022,9635.0
pedralbes,Barri,Resta de la Unió Europea,2022,861.0
pedralbes,Barri,Resta del món,2022,1234.0
pedralbes,Barri,No consta,2022,
vallvidrera el tibidabo i les planes,Barri,Espanya,2022,4034.0
vallvidrera el tibidabo i les planes,Barri,Resta de la Unió Europea,2022,451.0
vallvidrera el tibidabo i les planes,Barri,Resta del món,2022,320.0
vallvidrera el tibidabo i les planes,Barri,No consta,2022,
sarria,Barri,Espanya,2022,20904.0
sarria,Barri,Resta de la Unió Europea,2022,1822.0
sarria,Barri,Resta del món,2022,1901.0
sarria,Barri,No consta,2022,5.0
les tres torres,Barri,Espanya,2022,14326.0
les tres torres,Barri,Resta de la Unió Europea,2022,692.0
les tres torres,Barri,Resta del món,2022,1088.0
les tres torres,Barri,No consta,2022,
sant gervasi la bonanova,Barri,Espanya,2022,22077.0
sant gervasi la bonanova,Barri,Resta de la Unió Europea,2022,1345.0
sant gervasi la bonanova,Barri,Resta del món,2022,2270.0
sant gervasi la bonanova,Barri,No consta,2022,
sant gervasi galvany,Barri,Espanya,2022,40045.0
sant gervasi galvany,Barri,Resta de la Unió Europea,2022,2990.0
sant gervasi galvany,Barri,Resta del món,2022,4143.0
sant gervasi galvany,Barri,No consta,2022,
el putxet i el farro,Barri,Espanya,2022,24896.0
el putxet i el farro,Barri,Resta de la Unió Europea,2022,2038.0
el putxet i el farro,Barri,Resta del món,2022,2848.0
el putxet i el farro,Barri,No consta,2022,
vallcarca i els penitents,Barri,Espanya,2022,13358.0
vallcarca i els penitents,Barri,Resta de la Unió Europea,2022,1056.0
vallcarca i els penitents,Barri,Resta del món,2022,1667.0
vallcarca i els penitents,Barri,No consta,2022,
el coll,Barri,Espanya,2022,6162.0
el coll,Barri,Resta de la Unió Europea,2022,458.0
el coll,Barri,Resta del món,2022,991.0
el coll,Barri,No consta,2022,
la salut,Barri,Espanya,2022,11162.0
la salut,Barri,Resta de la Unió Europea,2022,843.0
la salut,Barri,Resta del món,2022,1329.0
la salut,Barri,No consta,2022,
la vila de gracia,Barri,Espanya,2022,37324.0
la vila de gracia,Barri,Resta de la Unió Europea,2022,5870.0
la vila de gracia,Barri,Resta del món,2022,6646.0
la vila de gracia,Barri,No consta,2022,12.0
el camp den grassot i gracia nova,Barri,Espanya,2022,28314.0
el camp den grassot i gracia nova,Barri,Resta de la Unió Europea,2022,2619.0
el camp den grassot i gracia nova,Barri,Resta del món,2022,4092.0
el camp den grassot i gracia nova,Barri,No consta,2022,8.0
el baix guinardo,Barri,Espanya,2022,21018.0
el baix guinardo,Barri,Resta de la Unió Europea,2022,1494.0
el baix guinardo,Barri,Resta del món,2022,3075.0
el baix guinardo,Barri,No consta,2022,
can baro,Barri,Espanya,2022,7566.0
can baro,Barri,Resta de la Unió Europea,2022,563.0
can baro,Barri,Resta del món,2022,1141.0
can baro,Barri,No consta,2022,
el guinardo,Barri,Espanya,2022,30520.0
el guinardo,Barri,Resta de la Unió Europea,2022,1853.0
el guinardo,Barri,Resta del món,2022,4617.0
el guinardo,Barri,No consta,2022,
la font den fargues,Barri,Espanya,2022,8700.0
la font den fargues,Barri,Resta de la Unió Europea,2022,289.0
la font den fargues,Barri,Resta del món,2022,538.0
la font den fargues,Barri,No consta,2022,
el carmel,Barri,Espanya,2022,25984.0
el carmel,Barri,Resta de la Unió Europea,2022,1121.0
el carmel,Barri,Resta del món,2022,5013.0
el carmel,Barri,No consta,2022,
la teixonera,Barri,Espanya,2022,9770.0
la teixonera,Barri,Resta de la Unió Europea,2022,422.0
la teixonera,Barri,Resta del món,2022,1725.0
la teixonera,Barri,No consta,2022,
sant genis dels agudells,Barri,Espanya,2022,5865.0
sant genis dels agudells,Barri,Resta de la Unió Europea,2022,233.0
sant genis dels agudells,Barri,Resta del món,2022,1163.0
sant genis dels agudells,Barri,No consta,2022,
montbau,Barri,Espanya,2022,4197.0
montbau,Barri,Resta de la Unió Europea,2022,198.0
montbau,Barri,Resta del món,2022,619.0
montbau,Barri,No consta,2022,
la vall dhebron,Barri,Espanya,2022,5246.0
la vall dhebron,Barri,Resta de la Unió Europea,2022,177.0
la vall dhebron,Barri,Resta del món,2022,446.0
la vall dhebron,Barri,No consta,2022,
la clota,Barri,Espanya,2022,576.0
la clota,Barri,Resta de la Unió Europea,2022,23.0
la clota,Barri,Resta del món,2022,70.0
horta,Barri,Espanya,2022,23411.0
horta,Barri,Resta de la Unió Europea,2022,691.0
horta,Barri,Resta del món,2022,3772.0
horta,Barri,No consta,2022,
vilapicina i la torre llobeta,Barri,Espanya,2022,21610.0
vilapicina i la torre llobeta,Barri,Resta de la Unió Europea,2022,690.0
vilapicina i la torre llobeta,Barri,Resta del món,2022,3364.0
vilapicina i la torre llobeta,Barri,No consta,2022,
porta,Barri,Espanya,2022,20778.0
porta,Barri,Resta de la Unió Europea,2022,636.0
porta,Barri,Resta del món,2022,5979.0
porta,Barri,No consta,2022,
el turo de la peira,Barri,Espanya,2022,12117.0
el turo de la peira,Barri,Resta de la Unió Europea,2022,306.0
el turo de la peira,Barri,Resta del món,2022,3599.0
el turo de la peira,Barri,No consta,2022,
can peguera,Barri,Espanya,2022,1963.0
can peguera,Barri,Resta de la Unió Europea,2022,29.0
can peguera,Barri,Resta del món,2022,195.0
la guineueta,Barri,Espanya,2022,13445.0
la guineueta,Barri,Resta de la Unió Europea,2022,267.0
la guineueta,Barri,Resta del món,2022,1340.0
la guineueta,Barri,No consta,2022,
canyelles,Barri,Espanya,2022,6301.0
canyelles,Barri,Resta de la Unió Europea,2022,73.0
canyelles,Barri,Resta del món,2022,413.0
canyelles,Barri,No consta,2022,
les roquetes,Barri,Espanya,2022,12336.0
les roquetes,Barri,Resta de la Unió Europea,2022,387.0
les roquetes,Barri,Resta del món,2022,3433.0
les roquetes,Barri,No consta,2022,
verdun,Barri,Espanya,2022,9678.0
verdun,Barri,Resta de la Unió Europea,2022,297.0
verdun,Barri,Resta del món,2022,2583.0
verdun,Barri,No consta,2022,
la prosperitat,Barri,Espanya,2022,21777.0
la prosperitat,Barri,Resta de la Unió Europea,2022,508.0
la prosperitat,Barri,Resta del món,2022,4059.0
la prosperitat,Barri,No consta,2022,
la trinitat nova,Barri,Espanya,2022,5708.0
la trinitat nova,Barri,Resta de la Unió Europea,2022,141.0
la trinitat nova,Barri,Resta del món,2022,1572.0
la trinitat nova,Barri,No consta,2022,
torre baro,Barri,Espanya,2022,2319.0
torre baro,Barri,Resta de la Unió Europea,2022,82.0
torre baro,Barri,Resta del món,2022,507.0
torre baro,Barri,No consta,2022,
ciutat meridiana,Barri,Espanya,2022,7422.0
ciutat meridiana,Barri,Resta de la Unió Europea,2022,182.0
ciutat meridiana,Barri,Resta del món,2022,3204.0
ciutat meridiana,Barri,No consta,2022,
vallbona,Barri,Espanya,2022,1187.0
vallbona,Barri,Resta de la Unió Europea,2022,34.0
vallbona,Barri,Resta del món,2022,198.0
vallbona,Barri,No consta,2022,
la trinitat vella,Barri,Espanya,2022,7197.0
la trinitat vella,Barri,Resta de la Unió Europea,2022,325.0
la trinitat vella,Barri,Resta del món,2022,2836.0
la trinitat vella,Barri,No consta,2022,
baro de viver,Barri,Espanya,2022,2207.0
baro de viver,Barri,Resta de la Unió Europea,2022,47.0
baro de viver,Barri,Resta del món,2022,349.0
baro de viver,Barri,No consta,2022,
el bon pastor,Barri,Espanya,2022,10627.0
el bon pastor,Barri,Resta de la Unió Europea,2022,286.0
el bon pastor,Barri,Resta del món,2022,2640.0
el bon pastor,Barri,No consta,2022,
sant andreu,Barri,Espanya,2022,51951.0
sant andreu,Barri,Resta de la Unió Europea,2022,1205.0
sant andreu,Barri,Resta del món,2022,4445.0
sant andreu,Barri,No consta,2022,
la sagrera,Barri,Espanya,2022,24763.0
la sagrera,Barri,Resta de la Unió Europea,2022,907.0
la sagrera,Barri,Resta del món,2022,3768.0
la sagrera,Barri,No consta,2022,
el congres i els indians,Barri,Espanya,2022,12091.0
el congres i els indians,Barri,Resta de la Unió Europea,2022,532.0
el congres i els indians,Barri,Resta del món,2022,1694.0
el congres i els indians,Barri,No consta,2022,
navas,Barri,Espanya,2022,18270.0
navas,Barri,Resta de la Unió Europea,2022,884.0
navas,Barri,Resta del món,2022,2790.0
navas,Barri,No consta,2022,
el camp de larpa del clot,Barri,Espanya,2022,30104.0
el camp de larpa del clot,Barri,Resta de la Unió Europea,2022,2568.0
el camp de larpa del clot,Barri,Resta del món,2022,5528.0
el camp de larpa del clot,Barri,No consta,2022,7.0
el clot,Barri,Espanya,2022,21673.0
el clot,Barri,Resta de la Unió Europea,2022,1599.0
el clot,Barri,Resta del món,2022,3105.0
el clot,Barri,No consta,2022,
el parc i la llacuna del poblenou,Barri,Espanya,2022,11954.0
el parc i la llacuna del poblenou,Barri,Resta de la Unió Europea,2022,1675.0
el parc i la llacuna del poblenou,Barri,Resta del món,2022,2330.0
el parc i la llacuna del poblenou,Barri,No consta,2022,
la vila olimpica del poblenou,Barri,Espanya,2022,7395.0
la vila olimpica del poblenou,Barri,Resta de la Unió Europea,2022,1097.0
la vila olimpica del poblenou,Barri,Resta del món,2022,881.0
la vila olimpica del poblenou,Barri,No consta,2022,
el poblenou,Barri,Espanya,2022,26420.0
el poblenou,Barri,Resta de la Unió Europea,2022,3685.0
el poblenou,Barri,Resta del món,2022,3994.0
el poblenou,Barri,No consta,2022,
diagonal mar i el front maritim del poblenou,Barri,Espanya,2022,10477.0
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,2022,1269.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,2022,1643.0
diagonal mar i el front maritim del poblenou,Barri,No consta,2022,
el besos i el maresme,Barri,Espanya,2022,16979.0
el besos i el maresme,Barri,Resta de la Unió Europea,2022,1024.0
el besos i el maresme,Barri,Resta del món,2022,8342.0
el besos i el maresme,Barri,No consta,2022,
provencals del poblenou,Barri,Espanya,2022,17380.0
provencals del poblenou,Barri,Resta de la Unió Europea,2022,1225.0
provencals del poblenou,Barri,Resta del món,2022,2480.0
provencals del poblenou,Barri,No consta,2022,7.0
sant marti de provencals,Barri,Espanya,2022,21898.0
sant marti de provencals,Barri,Resta de la Unió Europea,2022,824.0
sant marti de provencals,Barri,Resta del món,2022,3126.0
sant marti de provencals,Barri,No consta,2022,
la verneda i la pau,Barri,Espanya,2022,24391.0
la verneda i la pau,Barri,Resta de la Unió Europea,2022,736.0
la verneda i la pau,Barri,Resta del món,2022,3626.0
la verneda i la pau,Barri,No consta,2022,
el raval,Barri,Espanya,2023,22396.0
el raval,Barri,Resta de la Unió Europea,2023,4563.0
el raval,Barri,Resta del món,2023,18693.0
el raval,Barri,No consta,2023,19.0
el barri gotic,Barri,Espanya,2023,8385.0
el barri gotic,Barri,Resta de la Unió Europea,2023,3281.0
el barri gotic,Barri,Resta del món,2023,12784.0
el barri gotic,Barri,No consta,2023,10.0
la barceloneta,Barri,Espanya,2023,8264.0
la barceloneta,Barri,Resta de la Unió Europea,2023,2619.0
la barceloneta,Barri,Resta del món,2023,3390.0
la barceloneta,Barri,No consta,2023,
sant pere santa caterina i la ribera,Barri,Espanya,2023,11764.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2023,4284.0
sant pere santa caterina i la ribera,Barri,Resta del món,2023,5989.0
sant pere santa caterina i la ribera,Barri,No consta,2023,
el fort pienc,Barri,Espanya,2023,23354.0
el fort pienc,Barri,Resta de la Unió Europea,2023,3445.0
el fort pienc,Barri,Resta del món,2023,7600.0
el fort pienc,Barri,No consta,2023,
la sagrada familia,Barri,Espanya,2023,38208.0
la sagrada familia,Barri,Resta de la Unió Europea,2023,4323.0
la sagrada familia,Barri,Resta del món,2023,9172.0
la sagrada familia,Barri,No consta,2023,9.0
la dreta de leixample,Barri,Espanya,2023,31090.0
la dreta de leixample,Barri,Resta de la Unió Europea,2023,5647.0
la dreta de leixample,Barri,Resta del món,2023,7359.0
la dreta de leixample,Barri,No consta,2023,9.0
lantiga esquerra de leixample,Barri,Espanya,2023,30600.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2023,4463.0
lantiga esquerra de leixample,Barri,Resta del món,2023,7674.0
lantiga esquerra de leixample,Barri,No consta,2023,14.0
la nova esquerra de leixample,Barri,Espanya,2023,44518.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2023,4156.0
la nova esquerra de leixample,Barri,Resta del món,2023,8895.0
la nova esquerra de leixample,Barri,No consta,2023,15.0
sant antoni,Barri,Espanya,2023,28147.0
sant antoni,Barri,Resta de la Unió Europea,2023,3279.0
sant antoni,Barri,Resta del món,2023,6834.0
sant antoni,Barri,No consta,2023,9.0
el poble sec,Barri,Espanya,2023,25344.0
el poble sec,Barri,Resta de la Unió Europea,2023,4096.0
el poble sec,Barri,Resta del món,2023,9332.0
el poble sec,Barri,No consta,2023,6.0
la marina del prat vermell,Barri,Espanya,2023,1387.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2023,86.0
la marina del prat vermell,Barri,Resta del món,2023,205.0
la marina del prat vermell,Barri,No consta,2023,
la marina de port,Barri,Espanya,2023,24880.0
la marina de port,Barri,Resta de la Unió Europea,2023,907.0
la marina de port,Barri,Resta del món,2023,4649.0
la marina de port,Barri,No consta,2023,
la font de la guatlla,Barri,Espanya,2023,7836.0
la font de la guatlla,Barri,Resta de la Unió Europea,2023,676.0
la font de la guatlla,Barri,Resta del món,2023,1980.0
la font de la guatlla,Barri,No consta,2023,7.0
hostafrancs,Barri,Espanya,2023,11595.0
hostafrancs,Barri,Resta de la Unió Europea,2023,1227.0
hostafrancs,Barri,Resta del món,2023,3143.0
hostafrancs,Barri,No consta,2023,
la bordeta,Barri,Espanya,2023,16219.0
la bordeta,Barri,Resta de la Unió Europea,2023,812.0
la bordeta,Barri,Resta del món,2023,2691.0
la bordeta,Barri,No consta,2023,6.0
sants badal,Barri,Espanya,2023,19081.0
sants badal,Barri,Resta de la Unió Europea,2023,948.0
sants badal,Barri,Resta del món,2023,4336.0
sants badal,Barri,No consta,2023,
sants,Barri,Espanya,2023,32879.0
sants,Barri,Resta de la Unió Europea,2023,2510.0
sants,Barri,Resta del món,2023,9108.0
sants,Barri,No consta,2023,11.0
les corts,Barri,Espanya,2023,38799.0
les corts,Barri,Resta de la Unió Europea,2023,2050.0
les corts,Barri,Resta del món,2023,5106.0
les corts,Barri,No consta,2023,10.0
la maternitat i sant ramon,Barri,Espanya,2023,20060.0
la maternitat i sant ramon,Barri,Resta de la Unió Europea,2023,977.0
la maternitat i sant ramon,Barri,Resta del món,2023,3015.0
la maternitat i sant ramon,Barri,No consta,2023,7.0
pedralbes,Barri,Espanya,2023,9723.0
pedralbes,Barri,Resta de la Unió Europea,2023,885.0
pedralbes,Barri,Resta del món,2023,1522.0
pedralbes,Barri,No consta,2023,
vallvidrera el tibidabo i les planes,Barri,Espanya,2023,4028.0
vallvidrera el tibidabo i les planes,Barri,Resta de la Unió Europea,2023,438.0
vallvidrera el tibidabo i les planes,Barri,Resta del món,2023,365.0
vallvidrera el tibidabo i les planes,Barri,No consta,2023,
sarria,Barri,Espanya,2023,20818.0
sarria,Barri,Resta de la Unió Europea,2023,1837.0
sarria,Barri,Resta del món,2023,2196.0
sarria,Barri,No consta,2023,7.0
les tres torres,Barri,Espanya,2023,14247.0
les tres torres,Barri,Resta de la Unió Europea,2023,755.0
les tres torres,Barri,Resta del món,2023,1272.0
les tres torres,Barri,No consta,2023,
sant gervasi la bonanova,Barri,Espanya,2023,21933.0
sant gervasi la bonanova,Barri,Resta de la Unió Europea,2023,1465.0
sant gervasi la bonanova,Barri,Resta del món,2023,2734.0
sant gervasi la bonanova,Barri,No consta,2023,
sant gervasi galvany,Barri,Espanya,2023,39587.0
sant gervasi galvany,Barri,Resta de la Unió Europea,2023,3216.0
sant gervasi galvany,Barri,Resta del món,2023,4861.0
sant gervasi galvany,Barri,No consta,2023,10.0
el putxet i el farro,Barri,Espanya,2023,24640.0
el putxet i el farro,Barri,Resta de la Unió Europea,2023,2081.0
el putxet i el farro,Barri,Resta del món,2023,3302.0
el putxet i el farro,Barri,No consta,2023,7.0
vallcarca i els penitents,Barri,Espanya,2023,13372.0
vallcarca i els penitents,Barri,Resta de la Unió Europea,2023,1059.0
vallcarca i els penitents,Barri,Resta del món,2023,1898.0
vallcarca i els penitents,Barri,No consta,2023,
el coll,Barri,Espanya,2023,6179.0
el coll,Barri,Resta de la Unió Europea,2023,431.0
el coll,Barri,Resta del món,2023,1130.0
el coll,Barri,No consta,2023,
la salut,Barri,Espanya,2023,11072.0
la salut,Barri,Resta de la Unió Europea,2023,915.0
la salut,Barri,Resta del món,2023,1501.0
la salut,Barri,No consta,2023,
la vila de gracia,Barri,Espanya,2023,36891.0
la vila de gracia,Barri,Resta de la Unió Europea,2023,5808.0
la vila de gracia,Barri,Resta del món,2023,7335.0
la vila de gracia,Barri,No consta,2023,14.0
el camp den grassot i gracia nova,Barri,Espanya,2023,27897.0
el camp den grassot i gracia nova,Barri,Resta de la Unió Europea,2023,2740.0
el camp den grassot i gracia nova,Barri,Resta del món,2023,4671.0
el camp den grassot i gracia nova,Barri,No consta,2023,11.0
el baix guinardo,Barri,Espanya,2023,20851.0
el baix guinardo,Barri,Resta de la Unió Europea,2023,1509.0
el baix guinardo,Barri,Resta del món,2023,3357.0
el baix guinardo,Barri,No consta,2023,
can baro,Barri,Espanya,2023,7526.0
can baro,Barri,Resta de la Unió Europea,2023,535.0
can baro,Barri,Resta del món,2023,1359.0
can baro,Barri,No consta,2023,
el guinardo,Barri,Espanya,2023,30475.0
el guinardo,Barri,Resta de la Unió Europea,2023,1872.0
el guinardo,Barri,Resta del món,2023,5224.0
el guinardo,Barri,No consta,2023,
la font den fargues,Barri,Espanya,2023,8785.0
la font den fargues,Barri,Resta de la Unió Europea,2023,311.0
la font den fargues,Barri,Resta del món,2023,613.0
la font den fargues,Barri,No consta,2023,
el carmel,Barri,Espanya,2023,25842.0
el carmel,Barri,Resta de la Unió Europea,2023,1110.0
el carmel,Barri,Resta del món,2023,5557.0
el carmel,Barri,No consta,2023,
la teixonera,Barri,Espanya,2023,9743.0
la teixonera,Barri,Resta de la Unió Europea,2023,426.0
la teixonera,Barri,Resta del món,2023,1917.0
la teixonera,Barri,No consta,2023,
sant genis dels agudells,Barri,Espanya,2023,5867.0
sant genis dels agudells,Barri,Resta de la Unió Europea,2023,237.0
sant genis dels agudells,Barri,Resta del món,2023,1281.0
sant genis dels agudells,Barri,No consta,2023,
montbau,Barri,Espanya,2023,4225.0
montbau,Barri,Resta de la Unió Europea,2023,181.0
montbau,Barri,Resta del món,2023,768.0
montbau,Barri,No consta,2023,
la vall dhebron,Barri,Espanya,2023,5214.0
la vall dhebron,Barri,Resta de la Unió Europea,2023,166.0
la vall dhebron,Barri,Resta del món,2023,494.0
la vall dhebron,Barri,No consta,2023,
la clota,Barri,Espanya,2023,597.0
la clota,Barri,Resta de la Unió Europea,2023,20.0
la clota,Barri,Resta del món,2023,82.0
horta,Barri,Espanya,2023,23574.0
horta,Barri,Resta de la Unió Europea,2023,703.0
horta,Barri,Resta del món,2023,5117.0
horta,Barri,No consta,2023,
vilapicina i la torre llobeta,Barri,Espanya,2023,21438.0
vilapicina i la torre llobeta,Barri,Resta de la Unió Europea,2023,673.0
vilapicina i la torre llobeta,Barri,Resta del món,2023,3805.0
vilapicina i la torre llobeta,Barri,No consta,2023,
porta,Barri,Espanya,2023,21069.0
porta,Barri,Resta de la Unió Europea,2023,661.0
porta,Barri,Resta del món,2023,7245.0
porta,Barri,No consta,2023,
el turo de la peira,Barri,Espanya,2023,12209.0
el turo de la peira,Barri,Resta de la Unió Europea,2023,331.0
el turo de la peira,Barri,Resta del món,2023,3751.0
el turo de la peira,Barri,No consta,2023,
can peguera,Barri,Espanya,2023,1971.0
can peguera,Barri,Resta de la Unió Europea,2023,21.0
can peguera,Barri,Resta del món,2023,178.0
la guineueta,Barri,Espanya,2023,13440.0
la guineueta,Barri,Resta de la Unió Europea,2023,263.0
la guineueta,Barri,Resta del món,2023,1557.0
la guineueta,Barri,No consta,2023,5.0
canyelles,Barri,Espanya,2023,6252.0
canyelles,Barri,Resta de la Unió Europea,2023,66.0
canyelles,Barri,Resta del món,2023,467.0
canyelles,Barri,No consta,2023,
les roquetes,Barri,Espanya,2023,12246.0
les roquetes,Barri,Resta de la Unió Europea,2023,405.0
les roquetes,Barri,Resta del món,2023,3871.0
les roquetes,Barri,No consta,2023,
verdun,Barri,Espanya,2023,9686.0
verdun,Barri,Resta de la Unió Europea,2023,311.0
verdun,Barri,Resta del món,2023,2777.0
verdun,Barri,No consta,2023,
la prosperitat,Barri,Espanya,2023,21673.0
la prosperitat,Barri,Resta de la Unió Europea,2023,531.0
la prosperitat,Barri,Resta del món,2023,4457.0
la prosperitat,Barri,No consta,2023,
la trinitat nova,Barri,Espanya,2023,5777.0
la trinitat nova,Barri,Resta de la Unió Europea,2023,127.0
la trinitat nova,Barri,Resta del món,2023,1720.0
la trinitat nova,Barri,No consta,2023,
torre baro,Barri,Espanya,2023,2335.0
torre baro,Barri,Resta de la Unió Europea,2023,80.0
torre baro,Barri,Resta del món,2023,524.0
torre baro,Barri,No consta,2023,
ciutat meridiana,Barri,Espanya,2023,7483.0
ciutat meridiana,Barri,Resta de la Unió Europea,2023,179.0
ciutat meridiana,Barri,Resta del món,2023,3195.0
ciutat meridiana,Barri,No consta,2023,
vallbona,Barri,Espanya,2023,1171.0
vallbona,Barri,Resta de la Unió Europea,2023,28.0
vallbona,Barri,Resta del món,2023,221.0
vallbona,Barri,No consta,2023,
la trinitat vella,Barri,Espanya,2023,7226.0
la trinitat vella,Barri,Resta de la Unió Europea,2023,291.0
la trinitat vella,Barri,Resta del món,2023,2769.0
la trinitat vella,Barri,No consta,2023,
baro de viver,Barri,Espanya,2023,2191.0
baro de viver,Barri,Resta de la Unió Europea,2023,41.0
baro de viver,Barri,Resta del món,2023,350.0
baro de viver,Barri,No consta,2023,
el bon pastor,Barri,Espanya,2023,10632.0
el bon pastor,Barri,Resta de la Unió Europea,2023,280.0
el bon pastor,Barri,Resta del món,2023,3522.0
el bon pastor,Barri,No consta,2023,
sant andreu,Barri,Espanya,2023,51747.0
sant andreu,Barri,Resta de la Unió Europea,2023,1217.0
sant andreu,Barri,Resta del món,2023,4936.0
sant andreu,Barri,No consta,2023,
la sagrera,Barri,Espanya,2023,24585.0
la sagrera,Barri,Resta de la Unió Europea,2023,983.0
la sagrera,Barri,Resta del món,2023,4336.0
la sagrera,Barri,No consta,2023,
el congres i els indians,Barri,Espanya,2023,12148.0
el congres i els indians,Barri,Resta de la Unió Europea,2023,507.0
el congres i els indians,Barri,Resta del món,2023,1966.0
el congres i els indians,Barri,No consta,2023,
navas,Barri,Espanya,2023,18201.0
navas,Barri,Resta de la Unió Europea,2023,881.0
navas,Barri,Resta del món,2023,2979.0
navas,Barri,No consta,2023,
el camp de larpa del clot,Barri,Espanya,2023,29706.0
el camp de larpa del clot,Barri,Resta de la Unió Europea,2023,2634.0
el camp de larpa del clot,Barri,Resta del món,2023,5998.0
el camp de larpa del clot,Barri,No consta,2023,5.0
el clot,Barri,Espanya,2023,21573.0
el clot,Barri,Resta de la Unió Europea,2023,1639.0
el clot,Barri,Resta del món,2023,3255.0
el clot,Barri,No consta,2023,
el parc i la llacuna del poblenou,Barri,Espanya,2023,11959.0
el parc i la llacuna del poblenou,Barri,Resta de la Unió Europea,2023,1827.0
el parc i la llacuna del poblenou,Barri,Resta del món,2023,2624.0
el parc i la llacuna del poblenou,Barri,No consta,2023,
la vila olimpica del poblenou,Barri,Espanya,2023,7253.0
la vila olimpica del poblenou,Barri,Resta de la Unió Europea,2023,1087.0
la vila olimpica del poblenou,Barri,Resta del món,2023,995.0
la vila olimpica del poblenou,Barri,No consta,2023,
el poblenou,Barri,Espanya,2023,26090.0
el poblenou,Barri,Resta de la Unió Europea,2023,3725.0
el poblenou,Barri,Resta del món,2023,4330.0
el poblenou,Barri,No consta,2023,6.0
diagonal mar i el front maritim del poblenou,Barri,Espanya,2023,10316.0
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,2023,1242.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,2023,1893.0
diagonal mar i el front maritim del poblenou,Barri,No consta,2023,
el besos i el maresme,Barri,Espanya,2023,17111.0
el besos i el maresme,Barri,Resta de la Unió Europea,2023,1032.0
el besos i el maresme,Barri,Resta del món,2023,9742.0
el besos i el maresme,Barri,No consta,2023,7.0
provencals del poblenou,Barri,Espanya,2023,17163.0
provencals del poblenou,Barri,Resta de la Unió Europea,2023,1278.0
provencals del poblenou,Barri,Resta del món,2023,2829.0
provencals del poblenou,Barri,No consta,2023,
sant marti de provencals,Barri,Espanya,2023,21702.0
sant marti de provencals,Barri,Resta de la Unió Europea,2023,897.0
sant marti de provencals,Barri,Resta del món,2023,3565.0
sant marti de provencals,Barri,No consta,2023,5.0
la verneda i la pau,Barri,Espanya,2023,24199.0
la verneda i la pau,Barri,Resta de la Unió Europea,2023,745.0
la verneda i la pau,Barri,Resta del món,2023,4304.0
la verneda i la pau,Barri,No consta,2023,
el raval,Barri,Espanya,2024,22634.0
el raval,Barri,Resta de la Unió Europea,2024,4840.0
